-5.785503864288330078e+00,-8.943993568420410156e+00,9.573984742164611816e-01,3.412341356277465820e+00,2.289417743682861328e+00,8.678068161010742188e+00,3.936880588531494141e+00,5.892727375030517578e+00,-9.311284065246582031e+00,-4.061713218688964844e+00
-4.511998593807220459e-01,-4.626362800598144531e+00,3.547657728195190430e+00,1.013279795646667480e+00,3.497331142425537109e+00,6.153068542480468750e-01,7.939428329467773438e+00,-3.171672821044921875e+00,-3.719404935836791992e+00,-3.278713464736938477e+00
1.094071149826049805e+00,-8.133279800415039062e+00,4.710033893585205078e+00,2.989332675933837891e+00,2.559431314468383789e+00,7.717315673828125000e+00,-3.012935876846313477e+00,1.748518943786621094e+00,-4.088915824890136719e+00,-5.976814746856689453e+00
-2.216668844223022461e+00,-8.076051712036132812e+00,2.085973024368286133e+00,3.041337013244628906e+00,3.069565057754516602e+00,4.326594352722167969e+00,-4.173828959465026855e-01,9.495102882385253906e+00,-8.675918579101562500e+00,-3.392674446105957031e+00
-1.042956590652465820e+00,-2.531643390655517578e+00,2.585548877716064453e+00,-2.887166142463684082e-01,4.627753257751464844e+00,3.479310989379882812e+00,-7.710340023040771484e+00,9.097249031066894531e+00,-1.099725341796875000e+01,1.306132435798645020e+00
1.101056575775146484e+00,3.062470257282257080e-02,-1.775023579597473145e+00,-1.391225337982177734e+00,3.264326810836791992e+00,-2.732692956924438477e-01,-6.488750934600830078e+00,2.090341567993164062e+00,-2.557297945022583008e+00,4.668687343597412109e+00
1.432667732238769531e+00,-3.035718917846679688e+00,6.961825370788574219e+00,-5.755802392959594727e-01,3.811127424240112305e+00,-3.354357481002807617e-01,3.079262256622314453e+00,3.831206321716308594e+00,-1.056406879425048828e+01,-4.150650978088378906e+00
-5.593422055244445801e-01,-2.337172269821166992e+00,3.696365118026733398e+00,4.689595222473144531e+00,-3.089958190917968750e+00,2.504719495773315430e+00,-2.422648429870605469e+00,1.095085740089416504e+00,-2.801458835601806641e-01,-5.380561351776123047e-01
-5.677653312683105469e+00,-5.490238666534423828e+00,-2.775337100028991699e-01,5.260201454162597656e+00,4.789522647857666016e+00,1.305429553985595703e+01,-3.326251745223999023e+00,4.501060009002685547e+00,-1.047121620178222656e+01,-3.348790407180786133e+00
9.705976843833923340e-01,-5.073338508605957031e+00,4.551910400390625000e+00,3.397674322128295898e+00,4.380757331848144531e+00,2.387973070144653320e+00,4.254707336425781250e+00,-1.351197838783264160e+00,-5.808562278747558594e+00,-6.686551570892333984e+00
5.086070060729980469e+00,-2.068871498107910156e+00,3.771314620971679688e-01,-2.402126073837280273e+00,4.802643656730651855e-01,-2.626044034957885742e+00,-3.660524368286132812e+00,3.174928724765777588e-01,5.228039264678955078e+00,-9.019017219543457031e-03
5.520790815353393555e-02,-1.873628854751586914e+00,8.725622296333312988e-01,3.186651945114135742e+00,-7.823786735534667969e-01,2.690374612808227539e+00,-1.091139793395996094e+00,2.487944126129150391e+00,-2.669902801513671875e+00,5.496284365653991699e-02
-3.974089622497558594e+00,-2.126890659332275391e+00,7.718595862388610840e-02,3.658320426940917969e+00,-2.335642576217651367e-01,2.851539373397827148e+00,5.369857788085937500e+00,-3.181698918342590332e-01,-5.399062633514404297e+00,2.079342603683471680e+00
-1.191900968551635742e+00,-4.564136028289794922e+00,5.527926445007324219e+00,1.408391714096069336e+00,5.215248584747314453e+00,1.036174178123474121e+00,8.230036735534667969e+00,-8.372291326522827148e-01,-9.712643623352050781e+00,-6.882208347320556641e+00
-2.617054224014282227e+00,8.915949463844299316e-01,9.245845675468444824e-01,6.031020164489746094e+00,-3.114095926284790039e+00,6.619468688964843750e+00,-1.459275960922241211e+00,1.051463603973388672e+00,-6.335521221160888672e+00,7.146739959716796875e-01
6.629207134246826172e+00,5.160859227180480957e-01,-4.123301982879638672e+00,5.916125178337097168e-01,-5.683720111846923828e-02,-1.942289710044860840e+00,-1.285179257392883301e+00,1.005285084247589111e-01,-2.887264966964721680e+00,5.602776050567626953e+00
-2.447456359863281250e+00,-2.112086772918701172e+00,4.945592284202575684e-01,3.754716157913208008e+00,3.939704895019531250e-01,2.205595016479492188e+00,-6.308550238609313965e-01,1.288011193275451660e+00,-1.934231519699096680e-01,-2.154490232467651367e+00
4.677285194396972656e+00,5.574034214019775391e+00,2.413740605115890503e-01,-2.325109243392944336e+00,-4.798947334289550781e+00,-1.553400754928588867e+00,-3.464538812637329102e+00,-3.515488862991333008e+00,6.996758580207824707e-01,6.239686012268066406e+00
-8.591965436935424805e-01,-7.519262313842773438e+00,4.218454957008361816e-01,9.989631772041320801e-01,-2.610917568206787109e+00,3.108646631240844727e+00,-5.577264308929443359e+00,2.436616897583007812e+00,3.251876115798950195e+00,5.269032001495361328e+00
-3.137894153594970703e+00,-2.161736726760864258e+00,6.875461339950561523e-01,5.320328235626220703e+00,3.775733947753906250e+00,4.345453262329101562e+00,4.109590053558349609e-01,1.966413855552673340e+00,-7.574357032775878906e+00,-3.697139263153076172e+00
-7.271856665611267090e-01,-4.807309150695800781e+00,2.228682041168212891e+00,6.201954841613769531e+00,-2.659608364105224609e+00,5.982249259948730469e+00,4.150840759277343750e+00,2.611417174339294434e-01,-4.913594722747802734e+00,-1.678469300270080566e+00
-3.791598081588745117e+00,-6.435018062591552734e+00,5.637469291687011719e+00,3.217940092086791992e+00,1.040191411972045898e+00,2.895419359207153320e+00,5.156901836395263672e+00,3.847907543182373047e+00,-8.743478775024414062e+00,-3.422181129455566406e+00
4.664017200469970703e+00,-8.357812166213989258e-01,1.677630186080932617e+00,3.162416815757751465e-01,-1.359624147415161133e+00,-2.979744911193847656e+00,-3.509382724761962891e+00,-4.182129859924316406e+00,6.914759159088134766e+00,1.470585107803344727e+00
6.476830959320068359e+00,5.340238571166992188e+00,-1.113169193267822266e+00,-2.170784950256347656e+00,-3.629990577697753906e+00,-1.839281678199768066e+00,-5.102263450622558594e+00,1.174475073814392090e+00,-1.176375150680541992e+00,3.521037340164184570e+00
3.514572143554687500e+00,3.132211446762084961e+00,-1.064547896385192871e+00,-8.083421587944030762e-01,-2.083290815353393555e+00,-3.543065547943115234e+00,-4.206109523773193359e+00,-3.878247976303100586e+00,7.678884506225585938e+00,2.715281724929809570e+00
5.988239049911499023e-01,-2.770798683166503906e+00,5.565988063812255859e+00,2.233898639678955078e+00,-1.304380416870117188e+00,3.955213785171508789e+00,1.207294464111328125e+00,-1.232138514518737793e+00,-3.932840585708618164e+00,-2.757070541381835938e+00
-3.004528284072875977e-01,-4.281887531280517578e+00,3.882271528244018555e+00,5.604733943939208984e+00,-2.038844108581542969e+00,8.277274131774902344e+00,2.935537695884704590e-01,1.636295676231384277e+00,-8.372210502624511719e+00,-1.826225399971008301e+00
